date,headline,open,high,low,close,daily_diff,up,stay,down,yc_spread,yc_diff,lead_ind,oil_p,eurusd_diff,oilp_diff,sp500_vol,sp500_diff,djia_vol,djia_diff,prob_sent,int_sent
2007-01-23,Microsoft profit expected to fall in pre Vista lull. US STOCKS Exxon United Tech lead market higher. Bank of America Wachovia profits soar on mergers. Pfizer shares fall   pct after downgrade outlook. Bank of America profit up  pct cautious on  . JP Morgan cuts Ecuador to underweight spreads widen. Bank of America CEO won t push to up deposit cap. Pfizer cuts    more jobs as revenue stagnates,10.77,10.94,10.22,10.34,-0.4299999999999997,0,0,1,-2.8403028727557107,0.21134866514164055,0.2343436103376793,-1.0481765720116478,-0.028942934358760174,0.2688670706763579,-0.8880022031102724,-0.7664998340364702,0.6204384261994625,-0.7568586893526582,6.021489189854374,-0.125
2007-01-24,Cingular profit surges lifts AT&T shares. Coke says Indian govt backs it in pesticide row. Cisco gets United States antitrust OK for IronPort. RPT DAVOS Novartis sees limited fallout from Pfizer cuts. Apple s Jobs questioned by US authorities reports. NYSE completes third phase of hybrid platform. ISE Stock Exchange adds S&P    to displayed market,10.41,10.41,9.87,9.89,-0.5199999999999996,0,0,1,-2.8040034818072166,0.4253006378352921,0.2343436103376793,-1.0216836812733494,-0.09257670119342436,0.0681344373939423,-1.048688197308001,-0.5553066597901589,0.41611590249314895,-0.6957480840791667,-20.572964041009328,0.2857142857142857
2007-01-25,Exxon Mobil says Baytown refinery ops back to normal. AT&T sees    pct of its job cuts from Cingular. Time Warner adds Bewkes Zander to board. Gamers see gain and pain from Microsoft Vista. Intel margin pressure. Cisco CEO calls IPhone suit minor skirmish  report. Norway tells Apple change iTunes or face court. SEC Euronext regulators team up for NYSE merger. Microsoft beats by    guides in line. Fox subpoenas YouTube after   clips posted. Swedish Bonnier to buy  Time Warner magazines. Warner and Sony BMG invest in Chinese mobile play. Nokia sees Apple s iPhone stimulating mobile market. Callwave announces it expands distribution of Visual Voicemail Widget to the Apple Dashboard. Exxon Mobil cuts rates at Baytown after small fire,9.99,11.38,9.95,11.22,1.2300000000000004,1,0,0,-2.740479341194391,0.7462311643020091,0.2343436103376793,-1.053222836914181,-0.10701267370582326,-0.07999980534923118,-0.8718741492864762,-0.03619233799345853,1.022286454174279,-0.2914199807751605,0.11614140605495135,-0.13333333333333333
2007-01-26,Fox subpoenas YouTube report. Microsoft cuts Xbox   shipment forecast. Intel margin pressure. Microsoft shares rise after results outlook. Russian technical agency clears Chevron pipeline. US STOCKS Indexes inch up with Caterpillar Microsoft. Pfizer says to appeal Canadian court ruling. Novell Receives NASDAQ notice of non compliance. YouTube Wikipedia storm into   top brand ranking,10.95,11.6,10.92,11.13,0.1800000000000015,0,1,0,-2.6951053252964754,0.5322740995463153,0.2343436103376793,-0.9737441646992854,-0.1847070777675628,0.2033874416377089,-1.179789345109326,-0.7126411069174868,0.726101182914522,-0.5509281905343254,-1.6449694080752877,0.0
2007-01-29,FACTBOX Facts about Microsoft s new Windows Vista. Microsoft Vista corporate sales go very well. NASD fines Bank of America unit over laundering. Chevron donates   million to United States peace institute. Market View New session lows for Nasdaq Comp and S&P   ,11.5,11.6,10.92,11.45,-0.05000000000000071,0,1,0,-2.6951053252964754,-0.002603307552010896,0.2343436103376793,-1.0313556890032043,-0.15626821191813334,-0.14655287092949787,-1.0928184380408177,-0.8666170865070747,0.5972667690251074,-0.9891543183351786,1.983114580881144,-0.2
2007-01-30,US STOCKS Dow S&P rise with Exxon Starbucks helps Nasdaq. Pepsi Bottling posts higher fourth quarter profit. Microsoft Vista s China debut raises piracy issue. Pepsi Bottling sees lower first quarter profit. YouTube to share some ad revenue with users. Small fire hits Chevron L A refinery coker state,11.28,11.49,10.95,10.96,-0.3199999999999985,0,1,0,-2.740479341194391,-0.5374807146503371,0.2343436103376793,-0.9043580222894559,-0.2456268817698881,0.3246857708404525,-1.1131083001462476,-0.8893355274657306,0.6954116103013761,-0.821735741792428,1.1019001981262189,-0.16666666666666666
2007-01-31,Bank of America CEO downplays M A  Countrywide dips. RPT US jury set to weigh Coca Cola trade secrets case. Time Warner profit rises on cable outlook muted . Bank of America downplays US mergers eyes Chicago. Microsoft tops J J in company reputation poll WSJ. Microsoft sets up MSN R D centre in China sources. NYSE seeks more Israeli firms to list on exchange. NYSE Tokyo Stock Exchange enter alliance. NYSE Tokyo Stock Exchange to announce tie up,11.09,11.26,10.27,10.42,-0.6699999999999999,0,0,1,-2.7949288532278524,-0.6444643604854448,0.2343436103376793,-0.8564185057153921,-0.028798574633635225,0.12287970101641915,-0.8866456378353736,-0.16408113854372194,0.8434012607882574,-0.13595987398546716,1.7215358616440677,0.0
2007-02-02,Time Warner profit rises on cable. Chevron profit off on gas prices mirrors industry. Dell faces investor lawsuit over Intel pact. NYSE posts profit vs loss but shares down. Ex Coca Cola aide found guilty in trade secrets case. Intel denies accusations in investor suit vs Dell. Chevron sees   production down from   . Synergy Brands receives NASDAQ listing notice. Microsoft browser rival Mozilla eyes China,10.3,10.36,9.96,10.08,-0.22000000000000064,0,1,0,-2.8040039174002787,-0.21656039370292315,0.05024237577180282,-0.8210946513976609,-0.062059055302213624,-0.18841689605256864,-1.227662701137697,-1.1728744061029874,0.2790426771639637,-1.1363282413589844,-4.089570506653447,-0.5555555555555556
2007-02-05,US STOCKS Wal Mart helps Dow Microsoft weighs on Nasdaq. General Electric eyes Polish banking  paper. US STOCKS Dow up with Wal Mart gains capped by Microsoft. US STOCKS Dow up with Wal Mart Microsoft drags on Nasdaq. NYSE Group BATS ECN offers trading in NYSE listed securities. Warner Music shares drop   pct on Q downgrades,10.53,10.7,10.44,10.55,0.02000000000000135,0,1,0,-2.6406558114480423,-0.21655018818362012,0.05024237577180282,-0.8345513578044157,-0.1951875938115624,0.2581327052601858,-1.3365396252379036,-1.114815026926097,0.28450088974281185,-1.0819972409848897,-8.020691656295304,-0.3333333333333333
2007-02-07,US STOCKS Cisco keeps Nasdaq up oil weighs on blue chips. US STOCKS Indexes gain after Cisco tame wage inflation data. US STOCKS Cisco lifts tech stocks investors like wage data. Exxon signs agreement to explore offshore Libya. REFILE US STOCKS Indexes rise on Cisco profit Dow hits record. NYSE fines Morgan Stanley     for trade errors. US STOCKS Technology shares jump after Cisco profit. US STOCKS Indexes open higher as Cisco data lift optimism. Chevron resumes production at Nigeria flow station. US STOCKS  Wall St set to rise on Cisco economic data,10.31,10.56,10.24,10.32,0.009999999999999787,0,1,0,-2.2413625527589436,-3.2118828979567833,0.05024237577180282,-0.8740804328742579,-0.1909434178929196,-1.364903345665016,-1.186320955692172,-1.0289943702124766,0.18027992502971235,-0.908458187796862,-1.6258478421835023,0.3
2007-02-08,NYSE Reg fines Deutsche Bank Securities    mln. Pfizer Sutent receives FDA approval to include new first line advanced kidney cancer data in label. Shell Exxon company produces first Wadden Sea gas. Google and cable firms warn of risks from Web TV. Cisco s router exec Mike Volpi resigns. Cisco says routing division chief Volpi resigns. INTERVIEW UNEP wants to build on Google partnership success. Warner Music says will not drop anti piracy software,10.49,10.91,10.4,10.44,-0.05000000000000071,0,1,0,-2.831228238731433,0.4253006378352921,0.05024237577180282,-0.7895554957568294,-0.1500896156828214,0.3955325825871871,-1.02105446022673,-0.937298962943544,0.17822022216976968,-0.7183467670770761,-1.1292218577802824,-0.125
2007-02-13,Exxon Mobil still in talks on Sakhalin gas sales. Time Warner Cable says it s now a public company. Coke Enterprises takes   bln charge cuts jobs. United States oil price would be    without risk Exxon. Moody s may cut Coca Cola Enterprises debt rating. TEXT Moody s release on Coca Cola Enterprises Inc. YouTube Digital Music sign deal for content WSJ. Linux license delayed by Novell Microsoft review. Exxon Mobil CEO climate policy would be prudent. Time Warner Cable says it becomes a public company. Belgian court rules against Google over copyright,11.42,11.42,10.33,10.34,-1.08,0,0,1,-3.0399495057302017,-0.6444592577257933,0.05024237577180282,-0.8223562176232942,-0.09531953597077918,-1.9166497280562558,-1.1584108812400884,-0.6386007629432779,0.2927397011825826,-0.5388755596021253,-1.6741069655818137,-0.3636363636363637
2007-02-14,DaimlerChrysler hires JP Morgan Detroit News. First Trust launches two ETFs on NASDAQ. Microsoft reaches settlement in Iowa lawsuit. Warner signs two mobile content deals. Chevron CEO calls for United States to triple ethanol use. Warner Music outlook now negative was stable S&P . Warner Music shares fall   pct after EMI warning. Coca Cola posts higher than expected profit. Belgian court rules against Google over copyright. TEXT S&P release on Warner Music,10.19,10.26,9.7,10.23,0.040000000000000924,0,1,0,-3.0943990195786344,-0.6444643604854448,0.05024237577180282,-0.8635673809939807,0.005934375231208685,-0.10468884580642636,-1.1189365065124792,-0.4240593917021558,0.3539128761228801,-0.5467850986513731,-0.3645269316369091,-0.2
2007-02-15,Coca Cola raises quarterly dividend by  percent. Beefed up GE beats healthcare drum. Silverleaf Resorts to list common stock on the NASDAQ Capital Market. Insite Vision announces patent agreement with Pfizer. Russia won t hand Exxon bigger Sakhalin reserves,10.28,10.32,10.05,10.22,-0.05999999999999872,0,1,0,-3.1125487123304247,-0.21655528024566234,0.05024237577180282,-0.8669315575956693,-0.2080356093476061,-0.008079557060878784,-1.2934226215313998,-1.1779172426810616,0.06967388145079056,-1.0917900036172852,-35.58713766568079,0.4
2007-02-16,US STOCKS Market ends  day rise as Microsoft falls. NYSE to raise linkage order fee. US STOCKS Market halts  day rise as Microsoft drags. Chelsea announce YouTube content deal. US STOCKS Indexes dip on Microsoft housing weakness. Ex Broadcom Apple execs may be charged report. NYSE lists  ETFs says leads in United States ETF volume. MIPS Techs receives additional notice from NASDAQ. Intel to take   pct stake in Japan s Faith. HandHeld Entertainment now in compliance with NASDAQ rules and regulations. US STOCKS Indexes slip as Microsoft cools sales view. Microsoft shares fall after warning on Vista. US STOCKS Indexes stumble on Microsoft Vista view. US STOCKS Indexes fall at open led by Microsoft. US STOCKS Wall St set to open lower on China Microsoft,10.42,10.44,9.98,10.02,-0.40000000000000036,0,0,1,-3.130698405082215,-0.21655528024566234,0.05024237577180282,-0.8055353346148505,-0.21389661418763287,0.15722967034816948,-1.370018316404849,-1.1425763044628272,0.6904683234375136,-1.328699530378575,-6.702821032312982,-0.3333333333333333
2007-02-20,Warner approaches EMI again Indies back tie up. Emcore receives notice from NASDAQ due to delay in filing of form  Q. Market View New high for S&P   . AT&T sells wireless spectrum to Clearwire. Warner has independent label support for EMI deal,10.62,10.72,10.14,10.24,-0.379999999999999,0,1,0,-3.1397730245867232,-0.10957674786781553,0.05024237577180282,-0.8501106745872259,-0.182224090495429,-0.11327633813936452,-1.4215929184301659,-0.6268204502038663,0.30118448290834754,-0.7062941361448588,-17.486245712032215,0.0
2007-02-21,AT&T lands GM network contract worth near  bln. AT&T lands GM global network contract. YouTube CBS deal unravels WSJ. United States judge throws out conviction of ex NYSE specialist. Cisco to buy maker of computer network equipment,10.48,10.53,10.17,10.2,-0.28000000000000114,0,1,0,-3.1669977905857962,-0.3235338340187278,0.05024237577180282,-0.8046942904644285,-0.19914305027996168,0.1164390817667157,-1.196235605602543,-0.9423417995216179,0.3805860281591378,-0.8527147697353851,1.6255652929914983,0.0
2007-02-22,Bank of America defends immigrant card program. Coke CEO sees strong growth despite N America lag. US STOCKS Indexes open slightly higher Apple gains. US STOCKS Market seen starting flat Apple up,10.23,10.52,10.01,10.18,-0.05000000000000071,0,1,0,-3.1216237674279954,0.5322740995463153,0.05024237577180282,-0.7676883478458527,-0.17639195760041818,0.09497035093437224,-1.7457366543934711,-0.6495491617054511,0.31251284863803225,-0.5003636373265432,-2.8978345601637763,0.25
2007-02-23,AMC picks Goldman Sachs NYSE for planned IPO. Pfizer elects new lead director of board. US STOCKS Indexes fall on oil worry Coca Cola up. Pfizer says Danish court halts Lipitor generic sale,10.41,10.7,10.36,10.58,0.16999999999999993,0,1,0,-3.1488480978340068,-0.3235287312590763,0.05024237577180282,-0.7676883478458527,-0.11567425721326262,0.0005079352720586106,-1.2188701484300202,-0.9187811740427948,0.40077111618657596,-1.0560087555373074,-2.9882437944543905,-0.5
2007-02-26,Intel plans produce  nanometer at fourth fab. Exxon restarts FCC at Los Angeles area refinery. Intel appeals potential tax bill of   billion. Gmail domain dispute looms for Google in China,10.59,11.44,10.52,11.15,0.5600000000000005,1,0,0,-3.1851474833375866,-0.43050725293931386,0.05024237577180282,-0.720169353347,-0.2108650599600346,0.1218062644748014,-1.0160385182534932,-0.6150504080073838,0.5516443506773772,-0.7297402697551737,0.6302425139830485,0.0
2007-02-27,Fed lifts mutual fund order against Bank of America,12.12,19.01,12.1,18.31,6.1899999999999995,1,0,0,-3.275895947096538,-1.0723632245083148,0.05024237577180282,-0.7180667429709444,-0.05746841604326326,0.005875117980145054,0.02488248829936528,3.4537792314075784,2.232567854676597,3.55045029004628,-9.006318659895406,-1.0
2007-02-28,Wal Mart says NYSE finds no violations. IBM to pipe Google gadgets into company sites. NYSE traders Tuesday rout shut automation briefly. Pfizer Japan to cut drug workforce by up to  pct. FDA approves Pfizer dog motion sickness drug. Intel probing today s rebound high after midday test of its   sma,17.21,17.29,14.5,15.42,-1.790000000000001,0,0,1,-3.2395965615929567,0.4253006378352921,0.05024237577180282,-0.7046100365641896,-0.18453384609740894,0.03485790460380895,-0.09233480008355198,0.03869019050091753,2.433594853807002,0.011025726680001563,-21.43262539727621,-0.16666666666666666
2007-03-01,EA sells music from video games via Apple s iTunes. NYSE s Putnam sees need for multi product exchanges. EU warns Microsoft of possible further fines. NYSE defends new system despite glitch. Chevron says authorized sale of Nerefco refinery. NYSE imposes trading curbs as stocks fall. NYSE removes downside trading curbs. Pfizer announces Maraviroc significantly reduces viral load in combination therapy across range of treatment experienced patients. PepsiCo Pepsi Bottling form Russia venture. General Electric announces sale of Swiss Re Common Shares reaffirms Q and   guidance. Microsoft says EU trying to regulate prices,17.76,19.4,15.36,15.82,-1.9400000000000013,0,0,1,-2.7949288532278524,-0.002603307552010896,0.2924808423058509,-0.6966201171351791,-0.11278706271077643,0.0005079352720586106,-0.13448880992207216,0.8253624261375564,2.0133124852356983,0.597179066937923,5.517378587949605,0.0
2007-03-05,Valero Exxon restoring ops at L A area refineries. Exxon says agreed to hand over Orinoco operatorship. Exxon to hand over Orinoco operation Venezuela. Google Morgan Stanley Tech Conference summary. JPMorgan BofA among banks getting Moody s upgrades. BP to pay   mln for Chevron Netherlands unit. Cisco buys technology to create online communities,20.4,20.41,18.13,19.63,-0.7699999999999996,0,0,1,-2.6406558114480423,-0.002603307552010896,0.2924808423058509,-0.7773603555757079,-0.004488396922758911,0.14649530493199736,-0.4647454634821432,-0.07489174374943287,1.053079011930422,-0.15563956042946944,10.789456307579911,0.14285714285714285
2007-03-07,US STOCKS Shares edge up as Exxon gains. US STOCKS Wall St flat on growth concerns Exxon up. Google Book Search wins backing of German library. Exxon Mobil CEO Cerro Negro cuts not insignificant. Ohio settles suit against Time Warner for   mln. Exxon plans  new projects in next three years. Microsoft s Gates warns on United States competitiveness. Exxon Mobil not planning new Venezuela investments. Ohio says it settles suit against Time Warner for   mln. Exxon sees  pct rise in Asia Mideast chemicals business. Pfizer says Lipitor gets  more FDA approved uses. Turkey blocks YouTube over insult to Ataturk. Microsoft sees billions in sales from VoIP shift. Exxon CEO sees capex of around   bln yr. Exxon plans  new global projects in next three years,16.25,16.27,14.52,15.24,-1.0099999999999998,0,0,1,-2.3956351498708366,-1.8211977498503813,0.2924808423058509,-0.701666382037712,-0.13305516811819254,0.4406169173351096,-0.7487616636595545,-0.6949757730798339,0.8962326391457871,-0.8315285044248577,-40.0,0.0
2007-03-08,Dutch YouTube star scores music deal. Wikipedia founder says to challenge Google Yahoo. Apple may use flash memory for notebooks analyst. RPT Chevron San Francisco refinery work extended trade. Chevron San Francisco refinery work extended trade. Google Earth urged to remove Mount Hitler name. Castle Bidco to buy Crest in   bln deal. Conoco Chevron agree May  handover in Venezuela. Cuban s film studio subpoenas Google over videos. Google Earth patent infringement suit dismissed. Minute Maid to sell new vitamin OJ juice blends. AT&T sets terms on   bln euro stg deal banker. AT&T names former BellSouth executive president of global ops,14.34,14.7,13.48,14.29,-0.05000000000000071,0,1,0,-2.7949288532278524,0.4253006378352921,0.2924808423058509,-0.7109178676923559,-0.1559794924678899,0.20124056855447492,-0.8546909891377589,-0.22969963731625914,0.6648250228312272,-0.5268229286699081,0.14882197613601508,-0.15384615384615385
2007-03-12,Coke concerned about corn syrup prices. Cisco IBM to merge maintenance services abroad. NYSE considers suspending New Century shares source. NYSE share of listed trading falls in February. NYSE delays trade in New Century shares. Millea JP Morgan to form reinsurance firm  Nikkei. EU s consumer chief takes aim at Apple over iTunes,14.96,14.96,13.76,13.99,-0.9700000000000006,0,0,1,-2.0144909486936475,0.2113512325678803,0.2924808423058509,-0.8240383059241385,-0.0908732564369602,-3.1833048471645475,-1.1484878574699957,-0.6596451054045283,0.44350995053038655,-0.5916058199305351,-1.950273444523689,-0.42857142857142855
2007-03-13,EU consumer chief eschews another bite at Apple. Portland General Electric says to receive   mln as settlement. Chevron not interested in Shtokman contractor role. Google vows Viacom suit will not distract YouTube. China approves   bln chip plant by Intel. Chevron investment in Venezuela depends on talks. Chevron sees output growth from new projects. Chevron EVP sees over   pct reserve replacement. Chevron sees exploration spending rise in future. Chevron extends downtime at San Francisco refinery. JP Morgan Chase     Day Alert. Microsoft in talks to buy voice technology firm WSJ. Chevron sees improving refinery utilization  pct. NYSE says to suspend New Century share trading. Chevron sees annual output up  pct through   . Rising carbon emissions needs global effort Exxon,14.87,18.42,14.6,18.13,3.26,1,0,0,-3.248671652989949,-0.4305123877917933,0.2924808423058509,-0.8623058147683473,-0.17041546498027602,-3.3550546938233,-0.4605166643227366,0.8194774050393151,1.3988001369718004,0.6575363827781521,-22.3572473905242,0.25
2007-03-14,Judge dismisses case against former HP Chairman Dunn in board . Former HP Chairman Dunn others to plead guilty. TSMC says no big impact from Intel s new China fab. Bank of America paying   mln to settle SEC case. Microsoft to buy voice recognition company Tellme. Google confident digital liability law protects it. Copyrighted videos still on YouTube after lawsuit. Microsoft service to link console PC gamers online. Lenovo agrees to pre load Microsoft s Web toolbar. Viacom s Google suit may spur others. Viacom in  billion copyright suit versus Google YouTube,17.63,21.25,16.75,17.27,-0.35999999999999943,0,1,0,-3.2305214883456754,0.2113537785989014,0.2924808423058509,-0.8572595498658144,-0.16784586187307493,0.0133891737714647,-0.23209451883700885,0.44843350064810333,1.6162017738387502,0.3490643598568728,-0.5789179546059956,-0.18181818181818185
2007-03-15,Cisco to buy Web conference co WebEx for   bln. S&P may raise PHH s rating on GE acquisition. Cisco says more large sized acquisitions possible. Google aims to bolster privacy of Web surfer data. ECC Capital says NYSE delays suspension and delisting of stock,16.91,16.91,15.27,16.43,-0.4800000000000004,0,0,1,-3.2032971942390875,0.3183221161550545,0.2924808423058509,-0.8837524406041127,-0.09829334630833264,-0.06711856684982433,-1.0162646124659764,-0.690775121021927,0.5775966067126549,-0.7915100032827506,40.0,0.0
2007-03-16,Time Warner could spin AOL stake this year UBS. Benetton names Warner Music executive CEO. Cisco Microsoft gear up for growing battle. Britain s famed HP sauce goes Dutch. Market View Dow and S&P   drop to new session lows . Market View Dow and S&P   stall near intraday resistances at   and   ,15.38,17.71,15.29,16.79,1.4099999999999984,1,0,0,-3.1669977905857962,0.4253006378352921,0.2924808423058509,-0.9030964560638228,-0.15306342602038125,-0.04887014564233255,-0.5374975567433794,-0.4122790789627443,2.1847827483259263,-0.5464084539347333,-1.0367407712375656,-0.3333333333333333
2007-03-19,Time Warner could spin AOL stake this year UBS. YouTube to present video awards. Japan TV vendor sues HP for compensation  Nikkei. Google Phone is in the works say insiders. Study shows more risk with Pfizer antibiotic FDA. Google buys video game ad firm Adscape,15.82,15.82,14.58,14.59,-1.2300000000000004,0,0,1,-3.139773478329497,0.3183221161550545,0.2924808423058509,-0.9203378611474776,-0.22830371475500946,-0.04350296293424687,-1.0537125131409588,-0.21287648799877346,0.32919644180356794,-0.3954680837446321,-0.6970831911572319,-0.16666666666666666
2007-03-20,YouTube to present video awards,15.01,15.16,13.25,13.27,-1.7400000000000002,0,0,1,-3.1942221119169507,-0.6444541549661417,0.2924808423058509,-0.9304303909525437,-0.2048596953948764,-0.02525454172675433,-1.0380031523032427,-0.6688885940405094,0.2070560622089672,-0.8035626342149679,0.0211204945723986,0.0
2007-03-21,Pepsi raises Gatorade prices to offset costs. Microsoft says probing fraud on Xbox Live service. Google share gains quicken in United States search market. Pfizer s Celebrex patents upheld vs Teva challenge. Market View Upside for S&P   thus far capped by    level. Teva Pharm notes United States District Court for the District of New Jersey decides to make generic version of Pfizer s Celebrex patent enforceable and valid,13.27,13.67,11.21,12.19,-1.08,0,0,1,-3.2214468688411673,-0.3235338340187278,0.2924808423058509,-0.9064606326655116,0.003018308783700065,0.061693818144238875,-0.7124023647483796,0.7774092612026721,0.7155966983288143,0.4772177246907788,-3.4513008784774963,0.3333333333333333
2007-03-22,Pfizer weighs options after losing Norvasc ruling. New site aims to be the YouTube of gaming. Court rules against Pfizer on Norvasc patent case. Pepsi Bottling raises quarterly dividend by  pct. EU s Kroes says Microsoft continues abuse . News Corp  NBC to unveil YouTube rival report. Microsoft said it will join forces with a newly formed Newscorp and NBC Universal joint venture to distribute a vast library of online video content. Microsoft mogul upbeat ahead of space mission. AT&T foresees double digit sales growth in Asia,12.29,12.95,12.04,12.93,0.6400000000000006,1,0,0,-3.1397730245867232,0.9601831369956604,0.2924808423058509,-0.7706320023723303,-0.095521639585949,0.3472279382144137,-0.7582911160227321,-0.9255083796612036,0.5786264581426263,-0.9273845848076016,8.603816636315512,0.0
