Time,house_0,house_1,house_2,house_3,house_4,house_5,house_6,house_7,house_8,house_9,house_10,house_11,house_12,house_13,house_14,house_15,house_16,house_17,house_18,house_19
2014-07-03 13:00:00,158.18288590604027,1298.4719334719334,1116.8494983277592,1238.2088353413656,233.81293706293707,295.30936819172115,372.7237288135593,299.7639902676399,182.9798903107861,519.2936893203884,284.40987654320986,232.83564814814807,196.07805907173,263.1962174940898,217.35201793721973,318.4466546112116,564.9832935560859,229.9601593625498,417.7941176470589,277.8052631578948
2014-07-03 14:00:00,244.7013422818792,479.8926174496645,696.3080808080808,562.9915611814346,365.021164021164,373.0193423597679,301.22241086587434,277.81074168797954,174.8122807017544,252.3185011709602,177.52307692307693,236.2959427207637,199.95652173913044,275.7136150234742,265.0094786729858,333.5451197053407,997.1157024793388,200.3842975206612,395.1096605744125,260.3586005830904
2014-07-03 15:00:00,350.9766666666667,383.71768707482994,679.5756013745704,1167.7622950819673,233.48121645796064,285.82175925925924,305.259385665529,1019.9051282051282,181.6304347826087,228.85746606334845,119.25536992840097,224.981981981982,805.2866666666666,484.2865064695009,217.5532879818594,570.3601462522852,576.7661971830986,217.7905544147844,425.2093023255814,168.6112676056338
2014-07-03 16:00:00,472.5790349417637,1908.3771428571429,504.07679180887374,1987.853813559322,208.408547008547,407.4050632911392,392.73,476.1742081447964,532.381555153707,261.002331002331,948.6652806652806,266.2028985507246,717.407867494824,578.3224489795919,377.975,591.0990291262136,573.3553299492386,155.22264875239924,210.8296460176991,842.890243902439
2014-07-03 17:00:00,213.0489795918368,1148.6677966101695,489.3706896551725,806.7121212121212,330.4710144927536,336.8278008298755,718.3116666666666,318.8305084745763,446.3914590747331,221.8463302752293,266.65415019762844,252.30204778157,608.0573951434878,657.9873417721519,780.021978021978,1151.614481409002,1274.7710526315789,740.3155893536122,1410.639225181598,795.0330969267139
2014-07-03 18:00:00,852.1515151515151,1157.4092465753424,257.92150170648466,860.0422832980972,404.808547008547,315.90465631929044,1218.2892976588628,287.3198090692124,477.0085910652921,274.66436781609195,238.9348659003832,235.12252252252253,766.8343685300207,551.6621315192743,451.51888667992046,1122.6245487364622,1845.7563025210084,347.50433275563256,680.5420054200542,462.2799043062201
2014-07-03 19:00:00,328.63109048723896,405.5042444821732,208.76222596964587,1514.5945945945946,251.8121827411168,468.15,739.71,392.3693467336684,596.7008695652174,209.5990338164252,318.1923076923077,278.1944990176817,773.2418032786885,728.3128078817734,277.50524109014674,1076.342644320298,538.6164021164021,312.0358422939068,225.37950138504155,371.0634920634921
2014-07-03 20:00:00,249.9551724137931,433.75820379965455,319.1747899159664,608.4166666666666,378.9,417.8718487394958,662.079258010118,364.8468271334792,552.4913494809689,525.6629213483146,211.12,193.75944333996023,573.7182795698925,682.431718061674,388.9356223175965,563.8043912175649,475.9158163265306,306.85971223021585,306.8443396226415,393.2617021276596
2014-07-03 21:00:00,324.2690355329949,336.6026936026936,252.9290540540541,399.8212560386473,238.24701195219123,465.2271805273834,771.7993311036789,335.6128266033254,647.4119718309859,1283.174447174447,221.5506607929516,286.91269841269843,323.8421052631579,613.9399538106236,227.40997830802604,342.2402234636872,495.8186397984887,239.47388059701493,272.97752808988764,377.1897654584222
2014-07-03 22:00:00,177.05666666666667,212.3963210702341,187.6957264957265,338.5944333996024,172.49578414839797,235.3018480492813,481.9163879598662,186.78365384615384,284.3274647887324,311.79683972911965,987.5879629629628,176.72244897959183,220.0299145299145,603.5259433962265,549.0301810865191,322.73346303501944,431.51443569553805,190.8736462093863,212.5025252525253,182.2092050209205
2014-07-03 23:00:00,154.98833333333334,371.6308724832215,109.69006849315068,253.8326693227092,169.3499111900533,172.63508064516128,324.8243243243243,183.76309226932668,183.50953206239168,199.69082125603865,600.3080459770115,275.38600451467266,161.1814254859611,569.5131894484413,283.61344537815125,316.0220440881764,363.0196078431373,144.582995951417,166.45012787723786,172.60341151385927
2014-07-04 00:00:00,150.325,197.0783333333333,388.8634064080944,227.517382413088,165.85374149659864,238.39506172839504,292.3743676222597,190.1145038167939,182.74255691768823,203.2148337595908,117.22222222222224,196.20971302428256,206.5111607142857,292.91506849315067,373.1287128712871,312.53539019963705,382.4464751958225,159.76771653543307,594.2986301369863,190.5757575757576
2014-07-04 01:00:00,157.21,199.0435510887772,74.48571428571428,274.6827133479212,166.62180579216354,220.8012295081967,294.74285714285713,864.4436090225564,176.35456110154905,212.0048426150121,140.88942307692307,252.1258426966292,157.03805496828753,250.95969773299748,183.73060344827587,635.3945945945947,322.63186813186815,166.50197628458497,346.3053435114504,222.252
2014-07-04 02:00:00,151.69333333333333,211.48666666666668,118.42301184433164,298.80124223602485,167.81975736568458,173.20042643923242,313.41333333333336,465.0877192982456,174.97098976109214,177.31662269129288,113.84597156398104,206.9098901098901,209.2214765100671,249.1375921375921,298.80922431865827,711.0370370370371,340.1896103896104,151.9980506822612,703.9193083573487,218.76470588235293
2014-07-04 03:00:00,157.335,209.7989949748744,159.9546218487395,371.8627450980392,165.24703891708967,174.87633262260127,293.2090301003345,519.8033573141487,166.47635726795096,217.57040572792363,109.42924528301889,257.741935483871,154.6197802197802,275.9951573849879,198.9443298969072,301.8112522686025,318.6089238845144,194.85765765765763,672.0932642487047,165.9796954314721
2014-07-04 04:00:00,156.0335570469799,245.95172413793105,140.6672325976231,280.3647798742138,162.618398637138,229.10514541387025,566.0067911714771,4460.316901408451,381.8441330998249,176.4172335600907,127.62857142857143,213.28172043010755,197.00226244343887,267.3807228915663,283.51876379690947,302.0968309859155,338.9145077720207,160.84021543985637,205.8292682926829,195.2530120481928
2014-07-04 05:00:00,437.315,644.9337860780985,187.54745762711863,344.2655246252677,164.53405017921148,224.40127388535032,499.1271186440678,1195.2731707317073,242.899647887324,229.0798122065728,119.9669603524229,322.8291746641075,167.37777777777777,279.3625,208.93803418803412,964.357833655706,332.2951219512195,323.12343470483006,167.55725190839695,362.82519280205656
2014-07-04 06:00:00,426.6615905245347,290.018675721562,474.9305084745762,818.8574561403509,311.09090909090907,395.4396887159533,287.16498316498314,310.63793103448273,196.3275261324042,307.0936073059361,322.651376146789,217.5794573643411,838.1198257080611,323.2240566037736,311.7304347826087,458.66795366795367,409.62631578947367,245.44463667820068,440.52261306532665,418.0837320574163
2014-07-04 07:00:00,194.75,323.493265993266,542.4080944350759,632.8547717842324,166.96757679180888,260.436090225564,265.8411371237458,311.7002518891688,1246.063047285464,224.55172413793105,1870.4782608695648,223.9189189189189,433.160751565762,506.64,392.6317991631799,741.532967032967,398.12335958005247,165.1694290976059,344.6961038961039,511.2387267904509
2014-07-04 08:00:00,147.47166666666666,884.1690391459075,772.315331010453,1099.551724137931,166.55714285714285,344.76,257.6739495798319,443.6923076923077,1228.3910714285714,1208.529691211401,124.2320987654321,239.8333333333333,156.51167728237792,646.9214285714286,372.1823899371069,478.5575221238938,522.5298507462686,195.6540540540541,545.7976470588235,344.32474226804123
2014-07-04 09:00:00,156.965,612.9771126760563,1122.0976430976432,693.8412698412699,164.91766723842196,358.5280172413793,265.9210084033613,507.080831408776,410.69018932874354,648.7014563106796,294.1805869074492,230.71729957805908,544.9177489177489,420.7632183908046,280.2662601626016,344.9500860585198,397.0383561643836,164.43589743589743,883.6476426799007,1153.390306122449
2014-07-04 10:00:00,147.48833333333334,2348.252144082333,1205.4611486486488,665.8974358974359,164.46391752577318,232.3319057815846,405.47403685092127,355.6370558375635,180.8986013986014,208.2258064516129,216.5148063781321,222.26778242677824,646.0402542372881,250.04726368159203,231.16089613034623,541.3696027633852,581.0079787234042,191.2007575757576,752.24,834.3934426229508
2014-07-04 11:00:00,253.59,1623.1543739279589,1360.322203672788,323.61,163.79591836734693,227.92901878914404,472.69449081803,281.7843601895735,221.21503496503496,204.52985074626864,395.9952941176471,240.05,288.13814432989693,203.14698795180723,305.13861386138615,723.6867924528302,458.82767624020886,216.74011299435028,1168.8055555555557,368.3863636363636
2014-07-04 12:00:00,215.342372881356,1086.9220103986136,1555.39,502.5691699604743,163.6707105719237,415.61237113402063,432.9448160535117,260.46666666666664,189.46996466431096,283.3680387409201,194.08428246013668,250.0950323974082,339.4315789473684,198.4066193853428,295.9811320754717,339.08348457350274,488.7431421446384,151.4609523809524,1177.3439153439151,408.405684754522
2014-07-04 13:00:00,297.6700854700855,333.5299145299145,1394.265306122449,555.5856031128404,166.09217391304347,313.2638036809816,430.493288590604,194.58129175946547,186.6322241681261,233.29302325581395,467.7620192307692,205.8343685300207,295.9402390438247,204.24008350730688,309.1117886178862,416.11347517730496,412.238219895288,165.98301886792453,982.4236111111112,298.95754716981133
2014-07-04 14:00:00,481.25773195876286,193.88888888888889,1426.613945578231,316.3025540275049,332.0087565674256,267.9667458432304,495.61655405405406,186.28923766816143,180.2918149466192,287.0145631067961,139.31386861313868,285.42767295597486,230.9939879759519,212.8311444652908,220.52535496957404,361.5648854961832,451.639896373057,164.37281553398057,1290.108108108108,275.61778846153845
2014-07-04 15:00:00,422.4816666666667,219.44333333333333,839.4529914529915,657.1286307053942,182.2163120567376,624.9812646370024,310.3062605752961,518.0799031476997,184.69077757685352,332.0327102803738,353.6344339622641,215.79111111111112,313.02978723404254,244.1774580335732,377.7983193277311,937.4586330935252,580.015625,182.11513859275053,450.5256064690027,199.07471264367817
2014-07-04 16:00:00,340.118530884808,381.054794520548,448.1170568561873,742.6602687140115,254.17391304347825,1200.487341772152,510.4590984974958,777.7937219730942,603.7212837837837,264.2883597883598,552.3019801980198,266.4859437751004,406.9702380952381,199.1591928251121,146.679012345679,1022.3439716312056,519.4128686327077,166.0717054263566,171.6917098445596,957.4932614555256
2014-07-04 17:00:00,423.1702898550725,916.0268456375838,268.1976351351352,689.1352253756261,289.7068676716918,816.5993322203673,714.7318718381113,439.1483979763912,1841.020202020202,525.0851419031719,843.1457286432161,232.18120805369128,1042.39,207.83110367892976,969.8600337268128,1894.6347031963471,466.9695431472081,248.8483816013629,734.2782462057336,608.4496644295302
2014-07-04 18:00:00,225.68686868686868,620.6228893058161,236.4815498154981,2396.8031088082903,378.77972027972027,352.2293906810036,323.5575868372943,328.27592592592595,605.8591304347826,472.1841155234657,358.39718804920915,269.06643356643355,437.9192439862543,206.7257462686567,518.2015065913371,1817.1735294117648,793.2672727272727,903.3675675675676,599.1181818181818,346.59737827715355
2014-07-04 19:00:00,934.1107325383304,343.27592267135327,124.85365853658536,1218.8971774193549,294.24314442413163,313.8556701030928,406.73426573426576,306.81045751633985,660.9876325088339,330.65280665280665,319.29978118161927,211.7689320388349,1026.003937007874,201.2625,412.75416666666666,649.8170940170941,606.0659090909091,560.4060606060606,292.14130434782606,469.13380281690144
2014-07-04 20:00:00,283.1539763113367,303.4922279792746,213.1317567567568,1068.526,322.2314487632509,374.8693693693694,459.244966442953,697.2464788732394,645.2940170940171,426.1662870159453,196.24590163934425,288.6422487223169,920.5101214574898,192.43379790940767,281.74948240165634,663.1168614357263,471.0963855421687,222.510593220339,297.6121495327103,517.014598540146
2014-07-04 21:00:00,315.73706004140786,246.92533936651583,352.92320534223705,883.8292181069959,378.51393728223,493.51677852349,410.9354838709677,800.1882352941177,1254.5147313691507,614.1282051282051,149.41491841491842,173.36034115138594,888.4405737704918,194.081466395112,454.7720430107527,513.1122278056952,510.9442970822281,277.62785862785864,275.2290076335878,282.739837398374
2014-07-04 22:00:00,406.225,214.23024054982812,140.36026936026937,246.3512396694215,272.8237347294939,295.17420814479635,239.3583333333333,197.8687350835322,1204.3310104529617,476.6100478468899,106.37368421052632,280.8987951807229,206.3490364025696,202.22727272727272,360.24295010845987,355.78964941569285,471.1412742382272,181.0393374741201,215.0077120822622,278.0235602094241
2014-07-04 23:00:00,178.23833333333334,201.8047138047138,114.43076923076924,272.32976445396145,190.90350877192984,236.4454545454545,234.1555183946488,334.19392523364485,537.7049469964664,178.17006802721087,130.4675,193.22321428571428,163.38114754098362,203.8984881209504,344.7096774193548,1071.3344537815126,426.6733668341709,167.84848484848484,181.58920187793427,184.0446650124069
2014-07-05 00:00:00,159.45333333333335,196.5865546218488,182.849407783418,364.6086021505377,179.99122807017545,179.60235294117646,236.50252100840336,192.7315914489311,183.31956912028724,226.29792147806003,124.08333333333331,259.24475524475525,206.69213973799123,197.2037037037037,267.6268980477224,329.86241610738256,367.0205128205128,172.50652173913045,630.7430025445293,181.9718309859155
2014-07-05 01:00:00,156.97166666666666,215.45034246575344,67.09983079526226,298.0715746421268,179.96964285714284,184.95116279069768,234.87166666666667,853.633971291866,182.81692573402412,197.2974828375286,118.9749373433584,212.39371980676327,167.08676789587852,195.5682926829268,178.53363228699553,318.8192567567568,360.6583541147132,166.4509394572025,660.8025316455696,220.19458128078816
2014-07-05 02:00:00,153.20166666666665,216.13949579831933,82.21465076660988,381.4888438133874,183.8365553602812,262.252380952381,248.1157718120805,856.0,221.3957597173145,182.5737704918033,92.8244680851064,247.0441176470588,187.1923937360179,195.556135770235,301.609649122807,301.9591836734694,349.5194174757282,167.78571428571428,178.78024691358024,217.5555555555556
2014-07-05 03:00:00,158.02333333333334,203.89517470881864,183.04890387858347,294.66734279918865,182.5828877005348,221.94761904761904,259.54040404040404,192.7403846153846,179.05673758865248,205.15802469135804,131.9028871391076,196.18223234624145,205.975,196.6601466992665,131.5053533190578,298.8504201680672,346.89203084832906,191.18101545253865,173.5967302452316,178.50131926121372
2014-07-05 04:00:00,149.0218487394958,196.18090452261308,126.66553480475382,289.2575107296137,180.8534482758621,211.5595238095238,257.1716666666667,2579.7125890736343,177.45017182130584,185.3525835866261,100.05753424657534,260.81598062954,157.17136659436008,198.7994858611825,318.3590909090909,448.2027027027027,356.89942528735634,179.23991507430998,180.5549597855228,220.1
2014-07-05 05:00:00,318.4224872231687,322.4612736660929,136.5142857142857,772.3827160493827,182.4654867256637,325.6004842615012,248.175,2437.768878718536,351.3555166374781,296.4809782608696,112.10055865921788,190.48529411764707,196.6057268722467,209.6,163.73882352941175,519.8978224455611,365.3565459610028,221.8857808857809,174.25761772853187,325.8176470588235
2014-07-05 06:00:00,243.06379310344823,475.8313856427378,291.5446880269815,1112.9004065040651,316.4072790294628,228.496583143508,379.3451178451178,208.0643564356436,566.2735346358792,191.4109947643979,354.38592233009706,268.85280373831773,401.0359550561798,197.093023255814,329.4084821428572,1862.26116838488,397.3544303797468,169.72383073496658,281.4100529100529,484.31909547738695
2014-07-05 07:00:00,634.2216666666667,933.6051188299816,480.61538461538464,1246.1302521008404,234.8611599297012,346.90309278350514,309.6214405360134,186.6060606060606,623.1558669001752,513.1083123425693,2379.976501305483,206.7176724137931,209.9620253164557,194.4880694143167,417.63296703296703,1954.399662731872,452.719696969697,231.13375796178343,206.54698795180724,1072.4962406015038
2014-07-05 08:00:00,591.1283333333333,623.3299180327868,862.1969696969697,920.3773195876288,215.0140350877193,576.5,235.61382799325463,191.0954653937948,2650.8849557522126,873.944099378882,600.8918205804749,234.1412300683372,203.3609865470852,197.46226415094333,517.0129032258064,1795.6097972972973,634.0,259.63941299790355,577.3308270676691,195.8125
2014-07-05 09:00:00,901.743119266055,2327.3039399624768,1930.9388794567064,356.81302521008405,305.67478260869564,1173.2693208430912,262.3042016806723,186.34634146341463,497.6017857142857,192.8867469879518,116.36496350364963,231.8042959427208,868.3671706263499,193.93411764705883,303.4420600858369,1769.3434856175973,658.9379652605459,190.74375,1511.939240506329,387.4020356234097
2014-07-05 10:00:00,522.3066666666666,1620.7569892473118,1872.5319865319864,420.1803278688525,375.9793103448276,364.5964912280702,252.27638190954767,189.8921568627451,443.2017391304348,220.7208121827412,127.50255102040816,249.6634844868735,284.4021276595745,200.59897172236504,377.1341991341992,1746.177065767285,480.1370967741936,153.0857740585774,1586.106699751861,245.0514905149052
2014-07-05 11:00:00,674.9832495812395,526.7686274509804,1549.1407942238268,327.4898785425101,168.35841584158416,746.4951219512195,334.2495755517827,193.9641148325359,248.6044905008636,189.30975609756092,138.0631067961165,220.85547785547783,178.5912087912088,218.02398081534773,288.41645885286783,1522.59693877551,873.2333333333333,155.0627802690583,1295.5745257452577,254.79205607476635
2014-07-05 12:00:00,360.985,300.35798319327733,1522.490706319703,408.7565922920893,198.94509803921568,568.514745308311,247.8822495606327,308.62311557788945,212.5837651122625,233.8113695090439,408.640897755611,217.9070796460177,966.2190889370931,200.7283653846154,456.72972972972974,1664.7867132867134,1641.1432506887052,151.38010204081633,1189.610576923077,197.9241706161137
2014-07-05 13:00:00,290.82,269.2816666666667,1697.6446124763704,313.73061224489794,225.5811088295688,504.8709677419355,237.6494661921708,190.71052631578948,225.73090277777777,181.485,506.1410579345088,175.31278538812785,882.0,199.53302961275625,433.8482972136223,641.5437062937064,1119.7389162561576,150.13868613138686,976.641456582633,275.45393258426964
2014-07-05 14:00:00,271.7683333333333,277.1613445378151,1101.8339622641508,306.6707566462168,223.5534591194969,1010.2739361702128,374.5366726296959,196.2469135802469,475.0402802101576,214.8421052631579,414.8875598086124,203.26315789473685,299.6680584551148,196.0183908045977,323.5951742627346,1112.779151943463,495.7418546365915,154.0576441102757,969.0532994923858,271.2689655172414
2014-07-05 15:00:00,454.965,332.0918196994992,928.6403846153846,288.4760914760915,329.412,1229.9973333333332,409.8380281690141,187.11029411764707,288.1280701754386,201.71116504854368,149.43367346938774,243.77481840193704,251.1492204899777,197.8356807511737,290.00828729281767,2330.7938144329896,559.8240223463687,150.07481296758104,693.5452261306533,358.8325358851675
2014-07-05 16:00:00,217.91666666666663,601.819397993311,628.7490347490348,360.5636363636364,216.725,1620.0229591836735,1115.110108303249,195.7302325581396,266.1105169340464,181.03030303030303,306.8171021377672,186.82135076252723,235.2521008403361,198.28271028037383,166.73316062176167,1608.8488576449913,539.7586206896551,156.40714285714284,257.5706940874036,507.90995260663504
2014-07-05 17:00:00,187.63975155279505,406.36,290.8207547169811,302.5705263157895,229.76299376299377,700.3119777158774,973.2086206896552,651.5128865979382,325.69633507853405,207.67263427109967,1595.87012987013,204.61882352941177,1017.5601750547046,199.03155339805824,323.96820809248555,1594.0955631399318,429.3449197860963,288.12997347480103,146.6437125748503,824.5049019607843
2014-07-05 18:00:00,178.88333333333333,339.01001669449084,685.8380414312618,341.3793103448276,167.64285714285714,301.1256983240223,246.17073170731703,517.4676616915423,1506.7095070422536,181.2860635696821,269.2217194570136,277.60232558139535,758.2489177489177,214.1289752650177,435.90277777777777,1225.4315789473685,346.9068493150685,234.2433734939759,156.3921568627451,553.7319347319348
2014-07-05 19:00:00,279.6046901172529,343.61833333333334,224.14814814814807,396.4201680672269,169.38241308793457,274.8839050131926,253.076512455516,379.89227166276345,2702.383363471972,223.7357142857143,219.37922705314008,218.6129032258065,365.3684210526316,192.76102088167053,538.025974025974,858.8910369068541,449.472553699284,602.2680652680652,190.8295165394402,262.98130841121497
2014-07-05 20:00:00,318.6483333333333,318.2070116861436,256.21014492753625,481.4048582995952,171.65843621399176,341.89736842105265,328.81615120274915,420.1348600508906,1121.2719449225474,176.19628647214853,220.03233830845767,235.48513011152417,446.8278867102396,196.879012345679,229.33753943217667,619.8125,401.4726224783861,412.06855791962175,205.07567567567568,523.5483091787439
2014-07-05 21:00:00,614.415,323.59766277128546,205.1957364341085,374.33752620545073,171.88139059304703,339.7890625,438.431338028169,563.0536585365853,946.4212389380532,531.5645569620253,259.0594315245478,240.37113402061857,195.86580086580088,206.1736641221374,480.3035714285714,428.7817869415808,338.07880434782606,416.9142091152815,187.32668329177056,544.5769230769231
2014-07-05 22:00:00,351.56798623063685,234.33783783783784,316.3884007029877,405.1681818181818,170.57684630738524,298.3204301075269,546.4399323181049,279.9692307692308,633.6626297577855,320.4267782426778,188.84772727272727,174.42725598526704,225.20048309178745,197.2576064908722,309.27027027027026,373.5747747747748,352.16582914572865,474.9404990403071,174.42239185750637,499.3967136150235
2014-07-05 23:00:00,301.1474036850921,199.50259965337955,135.4974533106961,327.5564304461942,170.2824742268041,268.2972972972973,513.255033557047,189.5393700787401,223.3385146804836,181.87712665406428,151.16515837104072,160.84557438794727,183.87173396674584,201.42685370741484,433.4629258517034,368.8609625668449,370.0628272251309,329.8079096045197,174.1002331002331,262.7088607594937
2014-07-06 00:00:00,152.80801335559266,211.893760539629,142.63361344537816,393.84541062801935,249.65748031496065,252.454,342.24333333333334,317.7449799196787,183.63590604026845,225.50932835820896,131.5924276169265,248.9281867145422,163.30769230769232,197.4126637554585,203.2084168336673,355.2295652173913,338.37894736842105,218.55307262569832,168.1485849056604,207.2627345844504
2014-07-06 01:00:00,157.92666666666668,208.1578947368421,69.24747474747475,318.22954091816365,171.843537414966,205.986083499006,240.375,198.70403587443943,188.95042735042736,176.90925925925927,128.36556603773585,205.6293103448276,204.8078431372549,196.5944881889764,249.2,621.9130434782609,315.2904109589041,197.38,174.7390243902439,170.92266666666666
2014-07-06 02:00:00,158.72,199.779089376054,116.48657718120803,376.9740518962076,174.53571428571428,207.0021834061136,228.38823529411764,631.2185430463576,169.51103565365025,211.6056338028169,113.13827160493828,225.96296296296296,157.76687116564418,209.2405063291139,239.424,679.9799666110183,335.55820105820106,163.0,172.99760191846522,223.67676767676767
2014-07-06 03:00:00,152.70166666666665,199.68166666666667,160.85929648241205,242.1707779886148,171.63484087102177,232.53765690376568,239.03,677.8352144469526,174.6139455782313,176.85518590998043,104.32608695652172,244.74669603524228,189.3704453441296,193.932,255.99025341130604,444.9328859060402,349.36528497409324,184.3014705882353,181.5219638242894,235.5822102425876
2014-07-06 04:00:00,156.675,207.3850174216028,145.80536912751677,352.9277108433735,170.45945945945945,245.29979466119096,233.62833333333333,2953.490566037736,179.04607508532422,178.98473282442748,123.8862559241706,212.006711409396,152.225,198.479302832244,240.6041237113402,586.8737373737374,327.97949886104783,201.0536779324056,171.96163682864452,183.273631840796
2014-07-06 05:00:00,155.16805324459236,263.96153846153845,242.9881556683587,403.6847014925373,168.2218487394958,309.69747899159665,296.05333333333334,1112.27352297593,188.10996563573883,312.30518234165066,222.36144578313247,239.63577586206893,184.0960784313725,198.3211206896552,222.7444668008048,1142.7516666666668,377.5074626865672,251.3016194331984,134.3963133640553,214.4260869565217
2014-07-06 06:00:00,157.15202702702703,343.55731922398587,504.8640939597315,383.5101663585952,165.56208053691276,512.2077669902912,366.371237458194,2129.0989247311827,421.7749140893471,179.9978813559322,241.04556354916068,220.76739130434785,187.9416342412452,209.34791666666663,286.2519841269841,411.498322147651,698.4556650246305,250.8444881889764,189.2204545454545,420.8417085427136
2014-07-06 07:00:00,172.28,668.5809352517986,686.7432432432432,1261.9187145557655,168.865,392.7327935222672,342.415,890.8912213740458,290.0358361774744,225.39138576779027,873.6004672897196,217.1713062098501,514.5251937984497,227.0581395348837,357.3536842105263,688.9549248747913,933.643216080402,291.65259117082536,351.08101265822785,336.1815789473684
2014-07-06 08:00:00,516.0117647058823,869.4619771863117,1449.4487394957982,1043.75329566855,169.64429530201343,222.54065040650408,802.2866666666666,194.79619047619047,208.6861063464837,799.5100917431192,1806.6635730858468,239.66112266112265,576.316733067729,198.2173144876325,463.9330628803245,2185.3672787979967,582.2230576441103,350.79472693032017,1002.593137254902,296.1548913043478
2014-07-06 09:00:00,647.9583333333334,595.7150537634409,1687.4684838160135,565.296577946768,170.33614864864865,191.42393509127788,744.6544240400668,190.20527306967983,844.1039182282794,638.5360169491526,174.4388489208633,214.2375249500998,170.1451612903226,199.3340206185567,358.0918163672655,706.7102177554439,335.094688221709,190.8892733564014,1257.368811881188,225.82512315270927
